iso3,year,co2_emissions_per_capita,temp_anomaly_celsius,forest_area_pct_land,floods_count,droughts_count,wildfires_count,extreme_temp_count,storms_count,disaster_economic_damage_usd,renewable_energy_pct_share,greenhouse_gas_total_kt,energy_use_per_capita,protected_area_pct
ARE,1971,2.2927336060297505,-0.1682489007870193,17.426667685247487,0.0,0.0,0.0,0.0,0.0,438692.9378644883,12.87167306076907,33876.81262908783,681.2393813438316,7.167929534855229
ARE,1972,2.6938799607717296,-0.11758088802652325,15.948360762553305,1.0,0.0,1.0,0.0,0.0,145011.76565669218,13.082743950031105,21646.783937525026,1157.504083547755,6.156433547616183
ARE,1973,2.5765825123726622,-0.31506975760001243,20.401953079813136,1.0,0.0,0.0,0.0,2.0,160616.27607459176,11.336560976677593,108433.87828092472,1168.795645760499,5.88873334514209
ARE,1974,1.7971784195549065,-0.20211263597254936,15.624705423583091,1.0,0.0,1.0,0.0,2.0,36365.716608786606,14.389347992025526,122038.65399989764,1427.7315890576497,6.390118262177723
ARE,1975,2.407689719784752,-0.13472551229781984,19.929394159151723,0.0,1.0,0.0,0.0,1.0,221496.43753500073,11.738278325436376,77013.0562431018,1198.323480755267,5.16395878047246
ARE,1976,2.326270782333769,-0.027243005914846824,16.021881086730133,0.0,0.0,1.0,0.0,1.0,88787.38588671919,14.430202723888291,92409.57493050097,1301.7456817568866,7.031913996141975
ARE,1977,3.727978264833024,0.14253846582962584,21.218110491662056,1.0,0.0,0.0,1.0,2.0,31750.78511214562,15.538335522781585,128022.30959047892,1089.595489739365,6.425615276093576
ARE,1978,2.473811518066168,-0.04788011174320562,22.056234929481445,0.0,1.0,1.0,0.0,1.0,183212.89257909553,14.662587663842523,137052.39112690644,1387.8048017906028,8.851966385007369
ARE,1979,3.885884957054886,-0.11297436592050739,26.67813212503078,0.0,1.0,0.0,0.0,3.0,13489.685890923856,16.540033894972932,170009.28517451594,1617.4506974871363,10.253449906652186
ARE,1980,4.106274821067486,0.062487720368096016,19.534636334895303,0.0,0.0,0.0,0.0,1.0,38394.92734811058,18.470455535728995,150711.15447801296,1729.9552248326936,10.170134298339127
ARE,1981,4.8761123357992044,0.16816045896325044,22.950306929115268,0.0,1.0,1.0,1.0,0.0,76025.20858087728,15.571797698156491,119653.48205918046,2061.126730727913,9.095141323272477
ARE,1982,3.8297236762704956,0.10468195987418018,27.557982010054737,2.0,0.0,2.0,2.0,0.0,1471281.53573107,19.365144157618445,175440.10394995013,1865.5690153913617,10.309225992275206
ARE,1983,4.725425861824683,0.058367680918590764,27.428904532584962,3.0,0.0,2.0,0.0,3.0,533018.7741901095,24.914741515867703,149163.93705395405,1837.7185974467677,11.678083477526549
ARE,1984,5.886902284413187,0.2435894253571288,28.167947317053983,5.0,0.0,0.0,0.0,2.0,257518.33277594714,19.086213278010206,176180.5918656771,2096.2319058278954,12.382892735462317
ARE,1985,4.486573726941797,0.2571487195569075,26.48669418251092,2.0,0.0,0.0,1.0,3.0,89336.92308662662,24.306761807914942,217150.51241484724,1943.4469875120808,14.863128344854495
ARE,1986,4.232443766375695,0.16001327628442685,28.588571124148828,2.0,0.0,1.0,1.0,0.0,252443.90766635782,22.843848648247892,178665.153077269,2497.5569638418,14.10942575051395
ARE,1987,4.312905287168958,0.311406022504093,34.390476679975194,2.0,0.0,0.0,1.0,4.0,369053.66570704646,26.81181772178567,211526.71079175486,2137.141330552966,14.12286197451241
ARE,1988,6.086718447501771,0.4000468497127453,32.37952714999129,3.0,0.0,1.0,2.0,8.0,1646.7708558575473,23.62972633013827,195049.73667453704,2320.5671368653348,14.75054519227556
ARE,1989,4.8799279743585044,0.45458450343840756,34.68943986641418,2.0,1.0,4.0,0.0,7.0,1622152.8563181648,26.389587023910142,213367.9154927746,2279.8557578858818,14.813410130819086
ARE,1990,6.035916544560695,0.3946840819752435,34.7120291780588,0.0,1.0,2.0,1.0,3.0,369596.21313006006,32.47447930703635,236855.7587728048,2669.4712262058497,16.000221289442823
ARE,1991,6.788715738555212,0.41132034427195846,33.29124558582259,3.0,2.0,5.0,2.0,5.0,1699677.782831774,28.234355701549458,303638.50119504216,2919.0206502931524,17.70332228268619
ARE,1992,6.929566902770698,0.5779163014664658,39.82622593081139,1.0,1.0,0.0,0.0,1.0,246915.69612705807,31.167724422342996,276199.7574510392,3272.7393273743255,16.405837888217224
ARE,1993,7.350719740239978,0.4222951866601836,39.980206801914186,2.0,0.0,0.0,3.0,5.0,388300.56024707336,32.18759440594066,353616.6886474893,2986.3937109462922,18.658906344591063
ARE,1994,7.512724758378689,0.5929865994536037,45.69847509904057,4.0,0.0,1.0,0.0,0.0,250652.42759134911,27.37673225775375,323569.88454039895,3061.0945136247783,18.61085476191283
ARE,1995,8.393630151476529,0.486332799733813,38.584013110966374,5.0,2.0,2.0,1.0,4.0,3930.670785168635,34.01468371567304,336110.03941004426,2598.4477778967275,21.833757588510203
ARE,1996,7.377465602671839,0.7182801917420409,44.33924761429097,2.0,0.0,4.0,1.0,8.0,796487.308103374,31.270090595395825,295889.2663503661,3387.0210903107345,20.491758638522626
ARE,1997,7.794887175320255,0.6484567942201729,40.1305286933158,2.0,1.0,4.0,1.0,2.0,254800.00038153768,36.49248005695971,330596.05843767576,3446.9684479473367,21.168058913832997
ARE,1998,7.9904273519368205,0.8054458286559775,44.892090475563315,0.0,3.0,1.0,1.0,6.0,276941.1118864133,36.31370910715466,316779.377653521,3546.5926407279794,20.120660822695537
ARE,1999,9.153279572008545,0.7768322247084484,47.98874160390811,5.0,1.0,2.0,5.0,4.0,197457.24933217428,34.483668423700976,348033.751684156,3995.3271428096414,23.956624850065893
ARE,2000,9.424902842572218,0.6718361074030533,41.37259114125903,2.0,2.0,3.0,1.0,7.0,255055.62661547662,35.21911703234373,354395.72051147005,3864.315875552334,23.17940141943598
ARE,2001,9.387445772951995,0.9143863875183679,47.00067409415187,3.0,1.0,2.0,1.0,8.0,591542.3737845874,38.598000778815226,374334.2352734565,3728.4395006139807,24.91723822315702
ARE,2002,10.01854386870041,0.9537392749126465,47.018214839844326,4.0,2.0,4.0,0.0,7.0,560816.3089590156,45.16592746159586,405090.8113693199,3699.213793770525,23.261079916278153
ARE,2003,8.859728806248006,0.9279188922760312,47.53685590639012,5.0,0.0,3.0,3.0,3.0,780681.3138193114,44.015043046414405,386596.61196657683,3721.453623679287,24.00108308623995
ARE,2004,10.683768582565595,0.8225671924908332,51.07222605857747,2.0,1.0,3.0,2.0,5.0,1764312.0556940536,41.90724733281334,422335.92936404597,3965.555067569794,22.542345923032354
ARE,2005,10.77796868371145,0.8836380455612373,53.68043807573867,3.0,0.0,3.0,7.0,6.0,241901.57835541235,42.95031717003525,372395.2359999196,4230.492635027198,27.474813544892974
ARE,2006,10.491194077456436,0.94286359360674,51.26772246862333,3.0,5.0,4.0,2.0,6.0,204900.39762758467,43.79447800219203,427361.3611162177,3714.7079066446468,25.81367006484861
ARE,2007,11.248183824082709,0.8965587439198298,52.79045281472332,3.0,1.0,5.0,1.0,10.0,341840.92248202773,41.84654995032647,412050.69422426977,4242.277186256711,28.272969873905737
ARE,2008,9.416154409229671,1.1084260219562763,53.19321863762374,6.0,1.0,4.0,1.0,5.0,85525.2155963463,42.058304802504665,435540.761415808,4521.7297787590705,25.539252365103117
ARE,2009,10.2021948664745,1.0033725587572864,53.49908504774115,4.0,6.0,5.0,2.0,11.0,734301.4107047525,46.06002459839466,456605.9158916837,4145.191646211182,27.01754863847896
ARE,2010,10.206366906853523,0.7930074809960231,51.31649730461385,3.0,4.0,4.0,1.0,5.0,456862.13479401334,43.28204733107891,404551.77991822566,4397.8773213789,28.052190588116414
ARE,2011,11.160237167410925,1.0525935511075168,57.31627044452658,7.0,2.0,5.0,3.0,5.0,126426.62776404525,48.33188568019464,482214.48852431186,4254.223529927009,27.407037984454586
ARE,2012,10.249038449852385,1.0125466256631188,55.75046396441283,3.0,1.0,0.0,2.0,7.0,1077493.407372557,42.4663438428695,445392.9715733016,3894.751802668641,26.741102119524385
ARE,2013,11.387645659198208,1.0482091378867544,56.43105567426364,8.0,1.0,6.0,2.0,8.0,528403.2027135751,43.87090807887682,500984.73763482145,4383.637375128773,26.784069565693123
ARE,2014,11.831572273118002,1.0374341363468682,53.82509110273993,6.0,3.0,3.0,2.0,6.0,19220.843177100553,49.442472350866744,460268.57981083903,4359.156862104945,27.185357240263656
ARE,2015,11.527372597304,1.1431906252945456,55.059040003964725,6.0,3.0,3.0,2.0,8.0,123074.50104141867,45.94096382882654,495102.92206263327,4825.615854539573,31.614532308108146
ARE,2016,11.368065004656877,1.178953549734916,56.10274348855572,2.0,1.0,5.0,1.0,8.0,1263841.3038994218,46.61292483583761,466990.7868797126,4787.975461566183,27.19402947355151
ARE,2017,10.707779234326608,1.1218868832894981,53.01602046352805,6.0,2.0,3.0,3.0,7.0,277040.3823458736,48.61842057620994,475243.6488279969,4459.201627323053,25.455792690056327
ARE,2018,10.853832671640925,1.0811364235907575,52.91370539206237,4.0,3.0,4.0,5.0,8.0,2432070.6295717754,50.02764966763765,474295.0058966131,5034.348914205903,28.447054900266455
ARE,2019,12.11876489514378,1.113247322689798,55.890452019482694,7.0,3.0,3.0,2.0,6.0,447038.68690443167,49.02509132137634,468498.1711046532,4925.3013709608595,28.57421023622609
ARE,2020,11.90272813570355,1.1256865722421037,58.93500825722764,6.0,3.0,3.0,1.0,1.0,139852.05310943976,48.51217893243056,469913.68767004233,4716.834279704467,28.23128399696595
ARE,2021,11.481830344535421,1.066833988905075,56.21179377812084,3.0,4.0,3.0,4.0,6.0,547444.0373489587,49.86168405088027,484117.2925314912,4874.958974364907,27.923923052566483
ARE,2022,11.309296199021823,1.183649135410876,55.494700866185,3.0,3.0,4.0,3.0,8.0,66405.29362110952,49.158119550149124,494137.4754674756,4593.758704297466,28.519941845063894
ARE,2023,10.426091796325641,1.1798894830726194,56.18472640327401,7.0,3.0,4.0,2.0,8.0,1025715.4002449958,50.84080543469041,488077.4884126732,4254.256614336564,27.156445725193166
ARE,2024,11.012862015224266,1.2715625556646133,57.246870707214185,9.0,4.0,3.0,0.0,9.0,622712.1420516539,54.974736484253455,496838.0352680913,4869.567196573014,31.585636027185355
ARE,2025,12.761975321464744,1.2535284132209081,57.649741055381924,6.0,1.0,6.0,0.0,5.0,2118256.092747608,49.81795446124133,447495.8919490592,4541.667481227495,29.52227444919786
ARG,1960,1.0779712483578547,-0.3604095139232278,15.647808440911998,2.0,0.0,0.0,0.0,0.0,10437.96498333879,4.3428774449949135,15356.427056751527,535.9668733609475,0.3049043212266964
ARG,1961,1.404339309156924,-0.17845617542368103,15.535433083094786,0.0,1.0,0.0,0.0,0.0,62382.89921066022,8.363003513579887,10694.06907159955,937.0343831130167,2.3151623073617253
ARG,1962,1.1186912254530132,-0.3792676752702717,9.72479545507985,0.0,0.0,0.0,1.0,2.0,165641.2039557498,13.010923509214578,74260.71236852533,374.45195881300003,3.2067645623580323
ARG,1963,1.5039320398555258,-0.23749893612995276,16.371675431367006,0.0,0.0,0.0,0.0,1.0,185499.3895039169,7.004229008264159,12136.503904328543,795.562695496206,4.972068785227424
ARG,1964,1.3321646224643073,-0.26087830435415843,12.661524763122518,0.0,0.0,0.0,1.0,0.0,216002.27410101978,3.739418572612716,25340.811547780504,429.36167549788536,2.196230189817988
ARG,1965,0.23647579459082468,-0.17770537176316908,15.294741538926157,0.0,0.0,0.0,0.0,1.0,81019.77083105658,7.394602891870036,29557.227290942556,662.1489949251231,4.332395127538832
ARG,1966,0.9163681582343235,-0.3202988123919247,11.893096494578092,0.0,0.0,0.0,0.0,0.0,213844.58953698137,9.84518516761517,82413.35816206166,655.1229595386756,4.214265761693198
ARG,1967,1.465063707130917,-0.3128407743061309,14.911097835427821,1.0,0.0,0.0,0.0,0.0,113297.39469711014,9.978080435510114,70431.8130910499,511.180086382886,5.974586227999766
ARG,1968,0.9515561477427421,-0.15271362481031187,15.771832413226525,0.0,0.0,0.0,0.0,0.0,175250.51245752064,11.375257839891633,64946.52633851941,570.1131264912704,3.3973165935885525
ARG,1969,2.0995724634973665,-0.19141938142061046,11.743329079981516,0.0,1.0,0.0,0.0,0.0,172339.0081836546,8.573319259907525,61250.039883482146,1188.165862823973,5.288904245232913
ARG,1970,2.7510153318519777,-0.33287031249875265,17.48081401696635,1.0,0.0,1.0,0.0,1.0,41420.466148533174,9.734054830207262,65848.53044362861,734.9498370688161,7.484037166857176
ARG,1971,2.6970355199004326,-0.23497084217626507,19.87026123774568,0.0,0.0,0.0,1.0,0.0,435866.5979738757,5.338003475398843,67824.02926809332,1146.1900303409052,6.901557676232853
ARG,1972,2.0085575955707395,-0.1421276838513747,16.65593338082032,1.0,0.0,1.0,0.0,1.0,484432.3093671122,12.764913379423279,123063.35793988346,1126.1888532439743,6.810822751736865
ARG,1973,3.133518077149372,-0.08583443814261735,21.12368358124677,0.0,1.0,0.0,0.0,2.0,56383.25424447207,9.003055544366806,46464.84997762307,882.3868086427135,5.890264599283696
ARG,1974,2.517272358851083,-0.18556786846971562,17.92484700967276,1.0,0.0,0.0,0.0,0.0,137385.89594286564,13.009305708307346,15824.88849883234,1088.716931329647,6.91542694963593
ARG,1975,2.4040690903802253,-0.34125964109518514,21.245237517934363,1.0,0.0,2.0,0.0,1.0,164129.79297562153,11.248859181200084,103083.71032042314,1185.7654937018365,6.949993489506907
ARG,1976,2.4221787500402696,-0.04163636683476811,14.344380657193161,0.0,0.0,1.0,0.0,1.0,214951.0615171203,13.70627372667792,134708.25426962992,1344.1699932106699,8.738047248509908
ARG,1977,2.788977625279902,-0.15496162806361186,26.755195296155726,2.0,0.0,3.0,0.0,1.0,6250.516864254876,16.793887337322,112497.8967568973,1211.3900216163747,8.733658285232929
ARG,1978,2.9387633191000906,-0.19102675744822112,25.312406438156515,0.0,0.0,1.0,1.0,0.0,405324.5954935087,14.432720179753595,67103.02835805243,1033.8366291728275,7.602771067891707
ARG,1979,3.4699981135220526,-0.22700224295091959,21.775430959609924,2.0,0.0,0.0,0.0,1.0,579208.3594071558,14.574064153776382,144228.37622958192,1309.1736154343546,11.436326055158258
ARG,1980,3.685156384858616,0.09542474300781148,18.51684850189021,1.0,0.0,1.0,1.0,5.0,46013.150941947046,17.108169059776902,108632.89099535564,1837.9323430842658,11.216455117302582
ARG,1981,3.8258321814006675,0.07277019183239093,25.172595789513522,1.0,1.0,0.0,0.0,1.0,697849.8338261584,16.56168052491049,113209.70670162723,1651.1596220954145,8.880189445858068
ARG,1982,4.316532914636608,0.07798831973883996,21.891462075934985,1.0,0.0,4.0,1.0,1.0,599514.298396512,16.832062321965402,131307.27422071106,1658.2334756339778,10.199262094499502
ARG,1983,5.000462228068236,0.24202151356795515,27.702745235485413,1.0,2.0,0.0,0.0,2.0,252016.60640641066,24.131376278834903,126438.35823795198,1512.8694227283409,11.068955238706526
ARG,1984,5.120946106282114,0.2179358846805731,28.746098986620932,1.0,2.0,0.0,1.0,6.0,106000.50037318432,16.77206490300069,182890.7827320155,2256.1280805966985,13.064413436822896
ARG,1985,3.987901359319978,0.33336907349478606,26.523525517402206,2.0,1.0,1.0,1.0,1.0,78485.53860551491,23.46051088976566,173229.22177267238,2025.7307727301925,11.438381955157505
ARG,1986,3.6465872561381776,0.13068090604671706,32.868034553413345,2.0,0.0,1.0,1.0,2.0,231712.76536909313,22.75395558976082,168059.0253990813,2441.7297882978883,12.299881931595332
ARG,1987,5.931145005628505,0.27812792318502855,33.29181091643249,2.0,0.0,0.0,1.0,2.0,249450.24876066047,22.291958783740288,272731.1552814235,2460.485042888015,15.14531970832582
ARG,1988,4.890953779317638,0.19092853430419432,34.947858477597514,0.0,2.0,1.0,2.0,1.0,379862.839104918,26.0391221144848,212374.82754526386,2602.6652805164053,15.386789961255634
ARG,1989,5.833499237903897,0.3416827134852587,33.773184885225234,5.0,1.0,1.0,0.0,3.0,594489.6406744167,26.45334756357884,239325.80286344915,2922.568820261756,12.572723316833178
ARG,1990,5.577185010015868,0.3801107316986658,31.461189832715732,5.0,2.0,1.0,0.0,1.0,1022138.6816528087,30.471192678407878,289273.0477594935,2678.4128215734827,16.92063474548631
ARG,1991,5.501121904399298,0.4900957909473497,38.69364005447485,3.0,1.0,2.0,4.0,4.0,608562.5354900941,26.071433541701133,279868.0621256641,2736.0331569411364,14.635436965435678
ARG,1992,7.13443203781125,0.48337950619131664,36.81577136778442,2.0,1.0,3.0,0.0,2.0,934983.6390884358,28.581216565273518,322983.1363988259,3251.73311296419,16.50687786711983
ARG,1993,7.542603160508101,0.5689805979610477,35.247675482601274,2.0,0.0,1.0,2.0,5.0,275024.2780852279,33.12601868886563,270278.787849081,3195.8635205844043,17.57361227951475
ARG,1994,7.053414610875334,0.6141754668310347,43.314481420558415,3.0,2.0,0.0,1.0,3.0,16062.618997288248,31.479780606881373,325878.4783995124,2948.2010984997687,18.106258435657786
ARG,1995,6.168432990838004,0.7683292241136188,46.37148536134901,4.0,1.0,1.0,1.0,5.0,21953.93404177809,34.240864330123976,323846.1375006558,3470.748686325723,18.519765834924637
ARG,1996,7.61095696385147,0.6078263575383827,42.17969498884176,4.0,1.0,2.0,0.0,7.0,131309.2223425864,36.78784040394948,348008.6758228542,3690.6073202670514,18.62549225176276
ARG,1997,8.409446683040375,0.5938186194157555,48.80719149491654,3.0,4.0,1.0,0.0,5.0,406929.64169025375,36.333381213414114,355492.8092765445,2899.985351998178,21.426639705314205
ARG,1998,7.58433238092242,0.7236458590294926,44.727010877908995,5.0,4.0,4.0,2.0,2.0,177612.83285537938,34.67380451990867,326036.7650812676,3250.4233342883645,19.060966473379533
ARG,1999,8.781351234060558,0.6733368020288427,44.59633537083432,3.0,2.0,3.0,0.0,8.0,80399.68311843005,36.202996567020826,426208.3030374765,3451.0915006286714,21.162225114391518
ARG,2000,8.898370490970585,0.8882505872829307,44.97678279603655,4.0,1.0,1.0,1.0,5.0,855191.7399503541,40.650026223607725,309394.70655594073,3905.8949642349257,23.57716275803532
ARG,2001,9.461083826614479,0.7777587258365698,51.60571129973774,3.0,2.0,5.0,0.0,8.0,1921205.6439512596,39.110931934860695,353817.1008447547,4011.612225877811,23.563732348459617
ARG,2002,9.40679372207684,0.7843935441685089,46.47587947148145,6.0,0.0,5.0,1.0,9.0,7803.421944776905,39.12523541537081,401488.0728812342,4034.1580432678543,21.58028626095641
ARG,2003,8.977587663982531,0.8196307151760045,51.129922427065395,6.0,2.0,2.0,5.0,8.0,44262.8616816482,41.225696689444355,400383.31693165994,4199.377259704537,21.301992052195235
ARG,2004,10.413143331880772,0.9409676155714621,48.71128484028106,2.0,1.0,4.0,2.0,1.0,332076.2712970018,38.208761815711284,404630.86795153364,3809.838001504745,22.93623759384114
ARG,2005,9.810951971736394,0.8954994032513112,49.72795690324628,6.0,0.0,3.0,3.0,6.0,200843.76124382723,41.25815753531545,426822.91159687587,3859.1792292264595,21.842772061938042
ARG,2006,10.05251131882192,0.8798960706038487,54.17654349162014,3.0,2.0,0.0,0.0,10.0,754357.2799332701,42.264122012812855,395149.92499033036,4504.974653418517,25.424863531893443
ARG,2007,9.687020375072262,1.086083729276227,51.32664463009988,3.0,2.0,5.0,1.0,4.0,533750.629498215,42.83557636620669,443877.6856092479,4298.402913415697,25.03167002262529
ARG,2008,10.113825459209274,0.9045447089062797,51.895458306424885,5.0,4.0,4.0,3.0,6.0,36194.81055809636,42.72960016069298,425992.9661443674,4617.338162566758,25.492641492440118
ARG,2009,9.994990984260056,0.9946717269418428,56.32658802478713,4.0,1.0,6.0,4.0,9.0,407376.6280200421,43.45031793781992,470029.8052722051,4224.32241834331,27.071513649072045
ARG,2010,10.529722412289678,1.0614598168934302,58.033347131948176,6.0,2.0,3.0,3.0,7.0,215394.62550163918,44.37944070647769,432917.4398540596,4191.557434471851,27.88538960646916
ARG,2011,11.729618932332299,0.8949382772536534,56.15688344842994,6.0,0.0,2.0,4.0,6.0,1786873.0892272834,48.376267988905695,457232.44663736055,4188.591629709747,27.278873566142238
ARG,2012,10.064026217938089,1.0788200575209779,53.37555110495587,4.0,2.0,1.0,0.0,3.0,348239.8868123714,40.554263189823146,466129.2504560478,4719.409951674372,26.894937530486512
ARG,2013,10.024288144550027,0.9697946483377944,54.16733070101324,5.0,2.0,2.0,4.0,4.0,1437970.0581298238,47.47215568362048,477113.87473523227,4837.742348686283,26.4651943413788
ARG,2014,11.889436928628717,1.1327463080764444,56.04115333465398,5.0,4.0,4.0,2.0,6.0,17004.76373289189,46.06200680230793,459429.26718453586,4736.404412635415,27.17996082240154
ARG,2015,11.007269815393377,1.0016148310124924,57.00941615375197,4.0,2.0,3.0,2.0,16.0,61315.689049607565,46.44732858514231,454998.1363318432,4529.87386640789,28.16618805260428
ARG,2016,10.820191341322062,1.1448000499985542,54.07341420748323,5.0,3.0,4.0,2.0,5.0,278273.21306279866,45.974832206540285,446163.43918860273,4824.77692591162,29.359758297771965
ARG,2017,11.873751600597284,1.1877092756123828,58.65892704609984,3.0,1.0,7.0,2.0,11.0,1258940.9907836777,48.295266558729075,480706.1180057914,4847.3050290229485,26.29142126998076
ARG,2018,10.992543041814313,1.1771962406124346,57.34757452915556,8.0,3.0,6.0,5.0,6.0,460154.02872949094,49.55837790383837,424057.17674977006,4254.6460289498345,26.815838224181224
ARG,2019,12.450189609887685,1.13665963093358,53.10305104948379,5.0,1.0,4.0,4.0,6.0,1029806.4985194417,43.3866465328557,481682.6892835613,4672.532650062726,28.5310913879492
ARG,2020,11.844409834478064,1.1056145274815175,55.306390134969845,4.0,1.0,5.0,1.0,6.0,200051.0348338031,52.5771994949864,485897.6878864116,4842.767906476524,25.716542608296983
ARG,2021,11.223717508493731,1.0849148259874746,56.584315568816535,6.0,4.0,4.0,4.0,5.0,71815.13831631685,48.38444735132123,525246.1900726231,5057.788460275229,29.192455027700603
ARG,2022,12.790046410464875,1.2550176187905457,57.85956963805915,8.0,1.0,2.0,2.0,7.0,173684.8552055027,48.484336087999054,463972.9159941042,4795.915100507577,30.3823672365297
ARG,2023,11.242645242637764,1.0871264795503708,62.94463752512818,6.0,2.0,3.0,10.0,9.0,645216.6025134485,45.26231068019392,486933.5458326747,4867.840275082463,32.30577744187932
ARG,2024,12.05530699487317,1.0653619705968795,58.98065503042654,3.0,4.0,4.0,2.0,4.0,1292244.3074288482,47.261947282618934,487853.1800246738,4832.380070273955,29.210624872669975
ARG,2025,11.835002580093136,1.2063299456004566,56.43245873768562,7.0,2.0,5.0,2.0,10.0,386942.260414371,51.73885025464513,457777.21027684846,4924.574292042279,30.382291934282
AUS,1960,0.7155418875858821,-0.3826491420285754,17.330377789968388,1.0,1.0,0.0,0.0,0.0,275050.3590455075,6.408377448908409,23618.21836472388,448.7688921251836,3.194285920679242
AUS,1961,0.7853220841885784,-0.165319044262069,12.637379240215367,0.0,0.0,0.0,0.0,0.0,262728.2652952658,6.885603120989097,15421.825924839117,678.4046285139768,4.209421802524509
AUS,1962,1.1403948924627916,-0.3043366520401922,13.832674369706417,0.0,0.0,0.0,0.0,1.0,4748.494786393126,6.030058073076456,76226.94305842734,403.35705238266905,4.332271561258754
AUS,1963,0.9117243512535447,-0.23773545623129388,16.54691180126184,0.0,0.0,0.0,0.0,0.0,26072.42986531082,6.887217322601582,2767.9141228330955,226.2730057248611,2.4475776409660623
AUS,1964,0.8852055089091186,-0.3380366480462259,13.089072255132074,0.0,1.0,0.0,0.0,2.0,253832.81150960427,9.292833287663601,87152.87398457987,709.069732820768,3.489766677669722
AUS,1965,1.4335664511671415,-0.2495776617464485,12.151348824062916,0.0,0.0,0.0,0.0,0.0,76700.80235323284,10.053094888660231,4564.5935612488465,232.59678017195768,4.050057976433989
AUS,1966,1.3098741096631155,-0.2420348863182686,16.343609202213326,0.0,0.0,0.0,2.0,0.0,201176.92121456043,12.567391102370049,60866.349596834625,1195.9653483577677,4.454992570526927
AUS,1967,2.4127100201058918,-0.4053752057439224,14.752246165951982,0.0,0.0,0.0,0.0,1.0,167483.76946001386,8.86639660009854,30955.30383550375,645.049821448908,5.152412741169568
AUS,1968,0.12282298505039702,-0.07917720857165256,15.445010580097408,0.0,0.0,0.0,0.0,0.0,221706.71312189562,8.895293711761264,57134.37171478164,750.5516852046965,5.043195210006705
AUS,1969,2.3822298836049645,-0.12219352921321551,13.369162702110735,0.0,0.0,0.0,0.0,1.0,12004.257971385332,10.802972795867786,51176.548153342665,739.8970136524114,5.113453074408508
AUS,1970,2.5873325889404883,-0.24105095005629096,11.665965730197387,0.0,0.0,1.0,1.0,0.0,601960.0240834123,9.309198853384004,39762.09910728574,893.3355230243521,4.7283523784985855
AUS,1971,0.8040480715397893,-0.2800080202556719,17.095779742847643,2.0,0.0,0.0,0.0,1.0,4927.264043143822,9.413241566850392,67946.48093140093,991.4534141159055,7.122737430847684
AUS,1972,1.9342418797594085,-0.14523336705493542,19.354958348759887,1.0,1.0,0.0,1.0,0.0,1935.5832679102296,12.111380800275311,61376.90311411118,769.3286174143622,6.458341778201696
AUS,1973,2.062772050513069,-0.14591975991319275,17.15874638148663,1.0,0.0,0.0,1.0,2.0,63454.322853459074,11.069334386149869,92334.06661535738,425.7701196696761,6.168084528153395
AUS,1974,1.6224693464971214,-0.10277590032922083,21.990154542200944,1.0,0.0,0.0,2.0,1.0,1284008.0073869973,11.90774244707546,59736.01765006424,830.8309221144899,6.158010013327132
