iso3,year,renewable_energy_pct_share,energy_use_per_capita,temp_anomaly_celsius,extreme_disasters_count
ARE,2010,0.1,8849.86287819387,0.5983715644080096,2
ARE,2011,0.1,8498.19879197847,0.5223302814874479,1
ARE,2012,0.1,8466.34602792332,0.6604952344132539,2
ARE,2013,0.1,8654.48549263775,0.5711722921523308,2
ARE,2014,0.1,9398.40039523838,0.5470315693829008,0
ARE,2015,0.1,9973.9828745403,0.7921362499248932,0
ARE,2016,0.1,10191.6184664294,0.6741461254907869,0
ARE,2017,0.2,8378.97733971587,0.6534521435675609,1
ARE,2018,0.3,8363.00928463633,0.7468616739253653,4
ARE,2019,0.7,8736.63609388178,0.6537059940585765,1
ARE,2020,0.9,8105.43812949633,0.7120712961399049,3
ARE,2021,1.0,8500.46410586578,0.515833099081592,2
ARE,2022,1.0,8303.27667116047,0.7897653902910792,2
ARE,2023,1.0,9139.5423044996,0.7187160958889536,0
ARE,2024,1.0,9139.5423044996,0.6923548464852027,1
ARE,2025,1.0,9139.5423044996,0.7527675275640502,1
ARG,1960,8.6,1351.48277612519,-0.38253975766678605,1
ARG,1961,8.6,1351.48277612519,-0.1639433054545314,0
ARG,1962,8.6,1351.48277612519,-0.2427121946561541,0
ARG,1963,8.6,1351.48277612519,-0.40003773281816046,1
ARG,1964,8.6,1351.48277612519,-0.3099365664664686,3
ARG,1965,8.6,1351.48277612519,-0.17492063857517393,1
ARG,1966,8.6,1351.48277612519,-0.25989375187392577,1
ARG,1967,8.6,1351.48277612519,-0.16364154869629724,0
ARG,1968,8.6,1351.48277612519,-0.3297879038629137,6
ARG,1969,8.6,1351.48277612519,-0.15555478183125207,0
ARG,1970,8.6,1351.48277612519,0.0553837776418582,1
ARG,1971,8.6,1351.48277612519,-0.18851124269830505,1
ARG,1972,8.6,1351.48277612519,-0.15252101967252357,0
ARG,1973,8.6,1351.48277612519,-0.1323154655413495,0
ARG,1974,8.6,1351.48277612519,-0.29659634953484537,0
ARG,1975,8.6,1351.48277612519,-0.041288150631757295,2
ARG,1976,8.6,1351.48277612519,-0.003944962852661951,0
ARG,1977,8.6,1351.48277612519,-0.15553041769992676,0
ARG,1978,8.6,1351.48277612519,-0.051367453694520906,1
ARG,1979,8.6,1351.48277612519,-0.061550886243882705,1
ARG,1980,8.6,1351.48277612519,0.11651379987496457,1
ARG,1981,8.6,1351.48277612519,0.08574357583205199,2
ARG,1982,8.6,1351.48277612519,-0.0888710199857177,0
ARG,1983,8.6,1351.48277612519,-0.02015760811343424,1
ARG,1984,8.6,1351.48277612519,0.0939980015345721,4
ARG,1985,8.6,1351.48277612519,0.019236987903562694,0
ARG,1986,8.6,1351.48277612519,0.053386015069278765,2
ARG,1987,8.6,1351.48277612519,0.1615375081233003,2
ARG,1988,8.6,1351.48277612519,0.18015494909080643,0
ARG,1989,8.6,1351.48277612519,0.09668307741149668,4
ARG,1990,8.6,1351.48277612519,0.23886470548721725,2
ARG,1991,8.4,1385.38307033103,0.15368351299519717,4
ARG,1992,9.0,1407.27675440761,0.23012672012297503,0
ARG,1993,9.7,1432.607502841,0.19829550520594266,2
ARG,1994,10.0,1530.52760849222,0.1752318370870256,1
ARG,1995,10.2,1507.19847475089,0.16818336108422277,4
ARG,1996,8.6,1534.09177637667,0.37421895360398505,1
ARG,1997,9.7,1567.39444751302,0.22312837491567308,0
ARG,1998,9.6,1648.11263598533,0.49475499558224134,1
ARG,1999,8.8,1666.81862190168,0.32161132735566655,0
ARG,2000,9.8,1643.32131961789,0.3411424085492339,1
ARG,2001,11.5,1518.56737304195,0.49838969698285385,4
ARG,2002,11.6,1484.25701881625,0.430688586138126,2
ARG,2003,10.8,1590.61721067918,0.42298025506576536,0
ARG,2004,9.3,1740.90890259945,0.307328433867115,0
ARG,2005,9.6,1712.4320350003,0.5518259098188736,1
ARG,2006,9.2,1784.01669776279,0.25876395418017706,1
ARG,2007,7.7,1845.91422802344,0.41553717122162703,2
ARG,2008,7.7,1889.40923801554,0.46397928580230186,1
ARG,2009,8.6,1722.74402909882,0.49300065769885104,2
ARG,2010,8.8,1826.05112368849,0.6679093847622701,1
ARG,2011,8.8,1865.25736115683,0.46126276332482785,3
ARG,2012,8.6,1897.60983922809,0.47640379881057365,2
ARG,2013,8.9,1928.54922885127,0.5358842282734142,0
ARG,2014,9.8,1911.61727736839,0.5458821146720088,0
ARG,2015,9.4,1919.75859208058,0.5745962307084281,3
ARG,2016,9.4,1889.87018853289,0.822396077181012,2
ARG,2017,10.4,1874.82963739464,0.49214750206408087,0
ARG,2018,10.5,1806.77623499039,0.7526485895983809,2
ARG,2019,10.7,1777.41507710553,0.7318818534188387,3
ARG,2020,9.8,1623.92450833523,0.6745316155975181,2
ARG,2021,9.2,1741.51377200597,0.7141968387408272,2
ARG,2022,9.2,1808.76021335553,0.7629492558571944,3
ARG,2023,9.2,1763.50879742948,0.5960227544818062,2
ARG,2024,9.2,1736.70249657787,0.7336586448384114,4
ARG,2025,9.2,1736.70249657787,0.7103307562882126,0
AUS,1960,8.0,5047.63880316716,-0.38372200131287015,1
AUS,1961,8.0,5047.63880316716,-0.33581675247950166,0
AUS,1962,8.0,5047.63880316716,-0.3789018081662646,1
AUS,1963,8.0,5047.63880316716,-0.1591099193101335,1
AUS,1964,8.0,5047.63880316716,-0.21757890935485746,0
AUS,1965,8.0,5047.63880316716,-0.35202639112278766,0
AUS,1966,8.0,5047.63880316716,-0.2153059692732541,0
AUS,1967,8.0,5047.63880316716,-0.3758181075327748,0
AUS,1968,8.0,5047.63880316716,-0.23545172440377807,1
AUS,1969,8.0,5047.63880316716,-0.11900042114300205,0
AUS,1970,8.0,5047.63880316716,-0.11831241410904003,1
AUS,1971,8.0,5047.63880316716,-0.18247126497728353,2
AUS,1972,8.0,5047.63880316716,-0.2939661860932121,1
AUS,1973,8.0,5047.63880316716,0.028943495192120028,1
AUS,1974,8.0,5047.63880316716,-0.14390863357461375,0
AUS,1975,8.0,5047.63880316716,-0.07450200284270386,0
AUS,1976,8.0,5047.63880316716,-0.05783284325309273,2
AUS,1977,8.0,5047.63880316716,0.052805096905768595,1
AUS,1978,8.0,5047.63880316716,-0.11366676631514219,1
AUS,1979,8.0,5047.63880316716,-0.04685013753632647,0
AUS,1980,8.0,5047.63880316716,0.03402488904772629,1
AUS,1981,8.0,5047.63880316716,-0.10834450315634582,0
AUS,1982,8.0,5047.63880316716,-0.10320368679604278,1
AUS,1983,8.0,5047.63880316716,-0.021691822889420953,1
AUS,1984,8.0,5047.63880316716,0.10626373207938258,2
AUS,1985,8.0,5047.63880316716,0.0022794427098898062,2
AUS,1986,8.0,5047.63880316716,0.0487666976896965,3
AUS,1987,8.0,5047.63880316716,0.3309780222547146,1
AUS,1988,8.0,5047.63880316716,0.24400979155460298,1
AUS,1989,8.0,5047.63880316716,0.146614645030185,1
AUS,1990,8.0,5047.63880316716,0.2559211098236138,0
AUS,1991,8.2,4925.05735551339,0.3428602708762143,2
AUS,1992,7.5,4960.57443467868,0.10441295814556185,2
AUS,1993,8.6,5171.29276055127,0.3108149134945308,1
AUS,1994,8.3,5127.43388651941,0.100648800200355,1
AUS,1995,8.2,5138.24234027092,0.2304171770437513,2
AUS,1996,8.9,5429.944199086,0.19703328176583493,0
AUS,1997,9.1,5497.64639169812,0.2359356873844085,2
AUS,1998,8.6,5584.82787538452,0.14690131784204988,2
AUS,1999,8.5,5644.57987814369,0.2832592588314646,2
AUS,2000,8.4,5681.22885913159,0.4311837403105603,2
AUS,2001,8.4,5486.39455905443,0.3211371469431991,3
AUS,2002,8.7,5480.23464289818,0.3740378607059448,1
AUS,2003,7.2,5615.57675632995,0.42677331780077216,1
AUS,2004,6.7,5652.13037917952,0.48028645892517235,2
AUS,2005,6.7,5624.49561264785,0.3776363555548964,1
AUS,2006,6.8,5775.11675226564,0.5213781478234104,0
AUS,2007,7.0,5853.76413229662,0.5467793967455891,1
AUS,2008,6.8,5951.19291532561,0.5749529303507621,3
AUS,2009,7.1,5843.93312947132,0.5926188339534552,2
AUS,2010,8.2,5762.9435664152,0.6142823845051124,4
AUS,2011,8.3,5698.65597309349,0.44955180793973,1
AUS,2012,8.3,5533.72233837943,0.5304404985968153,1
AUS,2013,9.2,5533.38146350965,0.6898325363845423,2
AUS,2014,9.3,5407.4382264583,0.7198784459818983,3
AUS,2015,9.4,5318.66679266228,0.5727403241715352,2
AUS,2016,9.6,5216.98867184459,0.8183581893340439,4
AUS,2017,9.9,5162.45894302308,0.5752255885168793,0
AUS,2018,9.8,5086.37378454852,0.5932537897591336,2
AUS,2019,10.3,5231.57466031316,0.8868149898139417,1
AUS,2020,11.2,5159.03638381788,0.7977478870372195,3
AUS,2021,12.3,5006.44306522882,0.5919321506467663,2
AUS,2022,12.3,4942.16372202842,0.5034596022843911,2
AUS,2023,12.3,4927.64894813822,0.7849584650996049,6
AUS,2024,12.3,4750.59966458141,0.6161128924012822,2
AUS,2025,12.3,4750.59966458141,0.6918717321841367,1
AUT,1960,25.2,3240.45366951149,-0.3808304646122117,0
AUT,1961,25.2,3240.45366951149,-0.24194996504987232,0
AUT,1962,25.2,3240.45366951149,-0.2700372457285675,1
AUT,1963,25.2,3240.45366951149,-0.42254319518379113,0
AUT,1964,25.2,3240.45366951149,-0.2761335711884391,0
AUT,1965,25.2,3240.45366951149,-0.2875682863695495,0
AUT,1966,25.2,3240.45366951149,-0.2554153250105627,1
AUT,1967,25.2,3240.45366951149,-0.12844074463488314,0
AUT,1968,25.2,3240.45366951149,-0.1571135104474724,2
AUT,1969,25.2,3240.45366951149,-0.18631128312219103,0
AUT,1970,25.2,3240.45366951149,-0.11467896356944345,1
AUT,1971,25.2,3240.45366951149,-0.1870660722445765,1
AUT,1972,25.2,3240.45366951149,-0.2804127676702554,0
AUT,1973,25.2,3240.45366951149,-0.011024025475625643,1
AUT,1974,25.2,3240.45366951149,-0.21365592795077953,1
AUT,1975,25.2,3240.45366951149,-0.1266612706139254,2
AUT,1976,25.2,3240.45366951149,0.07272422617973269,2
AUT,1977,25.2,3240.45366951149,-0.006237406783690468,1
AUT,1978,25.2,3240.45366951149,-0.16631996365513455,1
AUT,1979,25.2,3240.45366951149,-0.1688915735112618,0
AUT,1980,25.2,3240.45366951149,-0.005370184835978516,1
AUT,1981,25.2,3240.45366951149,-0.023010397372008124,2
AUT,1982,25.2,3240.45366951149,0.0023450924693598496,1
AUT,1983,25.2,3240.45366951149,0.1151206062621501,1
AUT,1984,25.2,3240.45366951149,0.2696478629540555,0
AUT,1985,25.2,3240.45366951149,0.22528705988533906,1
AUT,1986,25.2,3240.45366951149,0.12815742174008635,0
AUT,1987,25.2,3240.45366951149,0.07667702247137637,0
AUT,1988,25.2,3240.45366951149,0.07290328827301666,3
AUT,1989,25.2,3240.45366951149,0.2458279273398093,0
AUT,1990,25.2,3240.45366951149,0.09199127152776053,1
AUT,1991,24.5,3415.50428957491,0.29347690237096846,3
AUT,1992,26.2,3245.8963821747,0.193337898491798,1
AUT,1993,26.4,3256.11678131379,0.2381375045692574,3
AUT,1994,25.7,3234.79392759607,0.20251307444858327,1
AUT,1995,25.7,3374.07611625172,0.37407828358798983,2
AUT,1996,24.1,3580.79320121771,0.27115389132133627,3
AUT,1997,24.9,3550.91398526082,0.2250693292137175,3
AUT,1998,24.5,3607.0067907444,0.3638416457961621,1
AUT,1999,26.5,3592.17196845349,0.24532652923154263,3
AUT,2000,26.4,3570.94853169443,0.4610440186289054,3
AUT,2001,25.5,3758.79316326234,0.3856831077552782,3
AUT,2002,24.7,3771.71949185232,0.49350156822982394,1
AUT,2003,22.6,3956.93894640762,0.48068995132865583,3
AUT,2004,23.2,3974.50636807099,0.4361371775169652,2
AUT,2005,24.4,4084.35261902051,0.4477286604328261,2
AUT,2006,26.6,4105.07525027388,0.3573520817069896,3
AUT,2007,29.0,4010.09514877294,0.6106612754974251,2
AUT,2008,29.7,4027.90556617748,0.5542608275848931,0
AUT,2009,31.3,3819.49986886808,0.6691084651288876,1
AUT,2010,31.1,4065.04189639106,0.4573448523161254,5
AUT,2011,31.6,3927.58256477323,0.604147803283155,1
AUT,2012,34.4,3899.1648418957,0.48563316390594335,1
AUT,2013,34.6,3924.82135403554,0.531391844674373,2
AUT,2014,35.7,3750.34480080041,0.5231474766607804,0
AUT,2015,34.8,3795.51037374619,0.5743397110578436,5
AUT,2016,34.6,3797.16802222945,0.6128935266136881,2
AUT,2017,34.0,3839.94805232106,0.6316118419201634,1
AUT,2018,34.1,3717.62532112148,0.624022574186557,2
AUT,2019,34.0,3765.98011899602,0.8631655613017569,2
AUT,2020,35.8,3546.50449865153,0.7736143132869389,1
AUT,2021,36.0,3728.13398931398,0.5735509660885199,3
AUT,2022,36.0,3486.72943293763,0.7548609077654412,3
AUT,2023,36.0,3308.71167042411,0.6594498382455694,4
AUT,2024,36.0,3242.2079854812,0.8223104271803315,2
AUT,2025,36.0,3242.2079854812,0.6828928969607875,2
BEL,1960,1.3,4804.34618527299,-0.42566136009742384,0
BEL,1961,1.3,4804.34618527299,-0.30926428300706027,2
BEL,1962,1.3,4804.34618527299,-0.4964775655616083,1
BEL,1963,1.3,4804.34618527299,-0.24465862596963758,0
BEL,1964,1.3,4804.34618527299,-0.22320844105665638,0
BEL,1965,1.3,4804.34618527299,-0.22946567994521475,0
BEL,1966,1.3,4804.34618527299,-0.29048701197043625,1
BEL,1967,1.3,4804.34618527299,-0.2539410795677024,1
BEL,1968,1.3,4804.34618527299,-0.35784517725549614,1
BEL,1969,1.3,4804.34618527299,-0.17082216410526346,2
BEL,1970,1.3,4804.34618527299,-0.14323066939399723,0
BEL,1971,1.3,4804.34618527299,-0.18445473702584347,2
BEL,1972,1.3,4804.34618527299,-0.06957658001542116,0
BEL,1973,1.3,4804.34618527299,-0.14173594251804963,2
BEL,1974,1.3,4804.34618527299,-0.16776953360809987,0
BEL,1975,1.3,4804.34618527299,0.0700864387419266,2
BEL,1976,1.3,4804.34618527299,-0.18323401682818222,1
BEL,1977,1.3,4804.34618527299,0.07518463611109122,1
BEL,1978,1.3,4804.34618527299,-0.004478093530542966,2
BEL,1979,1.3,4804.34618527299,-0.10827738401742053,0
BEL,1980,1.3,4804.34618527299,-0.004753120911385567,2
BEL,1981,1.3,4804.34618527299,0.02222197625868011,0
BEL,1982,1.3,4804.34618527299,-0.15096188048685547,1
BEL,1983,1.3,4804.34618527299,-0.20131655867100656,0
BEL,1984,1.3,4804.34618527299,0.1418432607172611,1
BEL,1985,1.3,4804.34618527299,0.06459413463778264,1
BEL,1986,1.3,4804.34618527299,-0.11282664627040953,3
BEL,1987,1.3,4804.34618527299,0.31294390021950175,0
BEL,1988,1.3,4804.34618527299,-0.04687228143496655,1
BEL,1989,1.3,4804.34618527299,0.2414302812508594,1
BEL,1990,1.3,4804.34618527299,0.298059285930459,0
BEL,1991,1.2,5002.44922314732,0.14328208821375196,0
BEL,1992,1.2,5042.29401936772,0.30561534667851903,2
BEL,1993,1.0,4897.97659266192,0.2603694118092229,2
BEL,1994,0.9,5185.9337354394,0.051349711475794896,0
BEL,1995,1.3,5261.8093544142,0.44120052424138556,1
BEL,1996,1.2,5527.62586906518,0.29536417050535846,0
BEL,1997,1.1,5533.73928264128,0.40895643768882917,2
BEL,1998,1.3,5620.64607760812,0.38169898653609224,2
BEL,1999,1.4,5610.79882111599,0.471548240750461,2
BEL,2000,1.4,5662.98174716427,0.5702721221307486,1
BEL,2001,1.6,5606.17298271092,0.47464536262522994,3
BEL,2002,1.7,5397.64817804299,0.4970435461622905,2
BEL,2003,1.9,5609.48271408916,0.29598887842848504,0
BEL,2004,2.0,5615.40613034968,0.4714209843597158,2
BEL,2005,2.5,5549.63760862596,0.4381519214525941,4
BEL,2006,2.9,5445.56547084695,0.39659600277445506,3
BEL,2007,3.4,5302.04532963844,0.3772917293654322,0
BEL,2008,4.0,5425.00683224834,0.43493738862165254,1
BEL,2009,4.9,5161.34227289199,0.5477674536270695,3
BEL,2010,6.2,5510.36842215322,0.44509211487346473,0
BEL,2011,6.7,5063.16739563614,0.5454510819971974,1
BEL,2012,7.7,4822.68880223172,0.5052107419586552,1
BEL,2013,8.3,5000.34617077523,0.6527239112246016,5
BEL,2014,9.1,4701.25771608477,0.4912651974477776,0
BEL,2015,9.4,4661.66376202285,0.7723845969935369,1
BEL,2016,9.2,4904.15770755315,0.593037191618756,3
BEL,2017,9.7,4863.63280171736,0.48073354781772637,0
BEL,2018,10.7,4660.20692893781,0.7755132302178704,1
BEL,2019,10.2,4775.95747475268,0.6773733958472281,3
BEL,2020,12.3,4386.43050829817,0.7803046815817369,2
BEL,2021,11.7,4823.5834216252,0.8354704679928292,3
BEL,2022,11.7,4368.44562567427,0.6535434518484531,0
BEL,2023,11.7,4051.07409072709,0.9830661079334586,3
BEL,2024,11.7,4077.82911446826,0.6090476003147871,4
BEL,2025,11.7,4077.82911446826,0.9302182774777077,3
BGD,1960,71.7,114.331978361362,-0.6067974357171063,3
BGD,1961,71.7,114.331978361362,-0.39226213951414446,1
BGD,1962,71.7,114.331978361362,-0.5079830458125366,0
BGD,1963,71.7,114.331978361362,-0.33744116778123023,0
BGD,1964,71.7,114.331978361362,-0.10487507721601713,0
BGD,1965,71.7,114.331978361362,-0.156151308079448,1
BGD,1966,71.7,114.331978361362,-0.36506052895413543,1
BGD,1967,71.7,114.331978361362,-0.18996982288433736,1
BGD,1968,71.7,114.331978361362,-0.28768297919646013,0
BGD,1969,71.7,114.331978361362,-0.31852921127458467,2
BGD,1970,71.7,114.331978361362,-0.1383424110471736,1
BGD,1971,71.7,114.331978361362,-0.12493620151625923,1
BGD,1972,71.7,114.331978361362,-0.09363613756288897,0
BGD,1973,71.7,114.331978361362,-0.005211554644487124,0
BGD,1974,71.7,114.331978361362,-0.09076356756835946,1
BGD,1975,71.7,114.331978361362,-0.09422274302033383,1
BGD,1976,71.7,114.331978361362,-0.0978666949354113,1
BGD,1977,71.7,114.331978361362,-0.10599690317797014,1
BGD,1978,71.7,114.331978361362,0.02294794261052692,1
BGD,1979,71.7,114.331978361362,-0.0720296851218978,3
BGD,1980,71.7,114.331978361362,0.04624473199990551,2
BGD,1981,71.7,114.331978361362,0.0011098814828126129,1
BGD,1982,71.7,114.331978361362,0.01911981170964467,2
BGD,1983,71.7,114.331978361362,0.06843097146891791,0
BGD,1984,71.7,114.331978361362,-0.009186277507445509,3
BGD,1985,71.7,114.331978361362,0.03874698409678765,1
BGD,1986,71.7,114.331978361362,0.22052775504540026,1
BGD,1987,71.7,114.331978361362,0.08575513935335084,2
BGD,1988,71.7,114.331978361362,0.2797621775653887,1
BGD,1989,71.7,114.331978361362,0.15791475776857333,2
BGD,1990,71.7,114.331978361362,0.10656679417464719,0
BGD,1991,73.1,110.553888291038,0.13999579523930253,2
BGD,1992,71.6,114.428195176536,0.11011846064777676,2
BGD,1993,70.5,117.094222071274,0.10009396605981624,3
BGD,1994,69.0,121.577169651724,0.379209707319083,0
BGD,1995,63.8,128.922041098335,0.29528226217024284,2
BGD,1996,62.1,127.651205584714,0.33209516199792066,2
BGD,1997,60.0,130.76316593387,0.16801767006264812,2
BGD,1998,60.2,132.276086830776,0.2148332824564793,2
BGD,1999,60.5,134.852007238559,0.13425204321811823,0
BGD,2000,60.2,135.982829155033,0.4179701618048282,0
BGD,2001,55.9,148.299543915937,0.42119928569598,2
BGD,2002,54.4,148.023137823788,0.3709263336439171,1
BGD,2003,52.6,153.205274750611,0.3158370509751125,0
BGD,2004,52.0,154.277994461916,0.3532924080112765,0
BGD,2005,50.6,159.86025911281,0.5591824865418562,0
BGD,2006,48.6,168.358931806833,0.5713156336244939,4
BGD,2007,47.2,174.04541210907,0.45052364941917017,3
BGD,2008,45.2,180.593953454978,0.6134203133793429,5
BGD,2009,43.1,187.6926023298,0.5519821452863118,3
BGD,2010,40.3,195.623071252394,0.4712213398315229,2
BGD,2011,38.4,200.332283493272,0.4690464892297959,1
BGD,2012,37.3,208.079815841876,0.5273343711731622,4
BGD,2013,37.0,216.73767037563,0.666575688727494,0
BGD,2014,35.4,223.001864414998,0.697302682252293,1
BGD,2015,33.1,237.200804521803,0.8917820467659061,1
BGD,2016,30.2,256.237827701744,0.7239982475405209,1
BGD,2017,28.1,264.090549017021,0.6051853512921502,2
BGD,2018,27.0,261.271156644512,0.7813996783458663,0
BGD,2019,26.1,277.950296654643,0.5420472437914636,2
BGD,2020,27.2,278.638664578008,0.806191018270588,6
BGD,2021,25.0,298.53034978646,0.8168662522927528,4
BGD,2022,25.0,308.276302614701,0.5882463712437678,0
BGD,2023,25.0,287.753137358845,0.7726335259468076,0
BGD,2024,25.0,287.753137358845,0.8545224862108536,1
BGD,2025,25.0,287.753137358845,0.6546699869892416,0
BRA,1960,49.8,942.317182249676,-0.30012662316015337,0
BRA,1961,49.8,942.317182249676,-0.3928174070459413,0
BRA,1962,49.8,942.317182249676,-0.2504697320454314,1
BRA,1963,49.8,942.317182249676,-0.4580140798218753,1
BRA,1964,49.8,942.317182249676,-0.33481427748868203,0
BRA,1965,49.8,942.317182249676,-0.12130182709928122,0
BRA,1966,49.8,942.317182249676,-0.25157327762875775,1
BRA,1967,49.8,942.317182249676,-0.1796462373023947,0
BRA,1968,49.8,942.317182249676,-0.14753566064402063,1
BRA,1969,49.8,942.317182249676,-0.10117154060577711,1
BRA,1970,49.8,942.317182249676,-0.2809121379606212,0
BRA,1971,49.8,942.317182249676,-0.03871013481858272,0
BRA,1972,49.8,942.317182249676,-0.3086646639374163,0
BRA,1973,49.8,942.317182249676,-0.05803450068571425,0
BRA,1974,49.8,942.317182249676,-0.10878951306340212,1
BRA,1975,49.8,942.317182249676,-0.1517773916864525,1
BRA,1976,49.8,942.317182249676,-0.1757555616401917,0
BRA,1977,49.8,942.317182249676,-0.14041981730280706,0
BRA,1978,49.8,942.317182249676,-0.0819564098025439,0
BRA,1979,49.8,942.317182249676,0.029117146476558154,3
BRA,1980,49.8,942.317182249676,0.0732409376171314,0
BRA,1981,49.8,942.317182249676,-0.13789046859773144,1
BRA,1982,49.8,942.317182249676,0.10979386967597321,0
BRA,1983,49.8,942.317182249676,0.1577259657835412,2
BRA,1984,49.8,942.317182249676,0.23474316546154433,2
BRA,1985,49.8,942.317182249676,0.07731718825311468,0
BRA,1986,49.8,942.317182249676,0.26910776556854543,0
BRA,1987,49.8,942.317182249676,0.2815480434794765,2
BRA,1988,49.8,942.317182249676,0.11385567287295233,1
BRA,1989,49.8,942.317182249676,0.3522492916894442,0
BRA,1990,49.8,942.317182249676,0.052114456076639976,4
BRA,1991,48.9,943.263545697103,0.26916652725636414,1
BRA,1992,48.7,937.431462820155,0.2774628346014673,2
BRA,1993,48.2,945.489101780969,0.19157347699341637,1
BRA,1994,48.3,980.074664998028,0.3199304854489915,3
BRA,1995,46.1,998.777374735819,0.32107994055721595,1
BRA,1996,44.5,1035.82555427523,0.0787410255055496,5
BRA,1997,43.7,1072.29461426603,0.24490218084829693,3
BRA,1998,43.8,1082.21810429873,0.40624166258965044,2
BRA,1999,44.0,1091.29495874763,0.3900488330158228,0
BRA,2000,42.7,1081.36193393467,0.27570230480188496,3
BRA,2001,41.3,1086.99299318566,0.4431859552985885,1
BRA,2002,42.9,1103.40127916211,0.41969888562690216,2
BRA,2003,45.1,1107.9739157885,0.30179453320805016,1
BRA,2004,45.2,1157.16905577095,0.46060126314054495,1
BRA,2005,46.1,1173.71585743449,0.6296688153494162,4
BRA,2006,46.7,1202.05933940304,0.38721383830852474,3
BRA,2007,47.2,1259.91135986965,0.37828893966303523,2
BRA,2008,47.0,1317.23578420454,0.44164785430800363,1
BRA,2009,48.9,1262.10043812649,0.5441509354445815,3
BRA,2010,46.8,1384.36896688389,0.7305100004477859,2
BRA,2011,45.2,1390.00783643031,0.48729816533916515,2
BRA,2012,43.5,1433.15306444735,0.5900844779889934,1
BRA,2013,42.3,1487.45745839708,0.7453444589329531,2
BRA,2014,41.7,1522.42189026812,0.569652205617212,2
BRA,2015,43.7,1482.02057858653,0.710714051073938,2
BRA,2016,45.4,1414.8979311951,0.6093960875256274,0
BRA,2017,45.3,1431.95949698072,0.9333194200102368,2
BRA,2018,46.9,1403.40232453429,0.8211267709943411,3
BRA,2019,47.5,1415.83477031974,0.962216441378571,3
BRA,2020,50.0,1379.24649914162,0.7423270337265904,2
BRA,2021,46.5,1430.3934661032,0.8218635928283458,1
BRA,2022,46.5,1432.72741132919,0.6728318727028968,2
BRA,2023,46.5,1481.22439922518,0.8067980672408611,2
BRA,2024,46.5,1511.62383133688,0.9838974008165935,3
BRA,2025,46.5,1511.62383133688,0.8985050924985126,3
